id,language,set,key,text,created,updated,delete
199,fench,agents_emails,"agent_app email terms","J'accepte les conditions générales de vente définies par History & Heraldry Benelux B.V.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
200,fench,agents_emails,"agent_app email to_be_confirmed","Être confirmé","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
201,fench,agents_emails,"agent_app email total_quantity","Quantité totale","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
202,french,retailer,"retailer choose_distributor","Veuillez sélectionner votre distributeur","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
203,french,core,"core admin button reset",Réinitialiser,"2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
204,french,core,"core admin dashboard text welcome","Bonjour %s et bienvenue sur HOROS, le système de gestion de ressources en ligne de H & H.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
205,french,core,"core admin msg add_success","%sa été ajouté avec succès!","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
206,french,core,"core admin msg delete","Vous avez supprimé avec succès %s!","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
207,french,core,"core admin msg delete_confirm","Êtes-vous sûr de vouloir supprimer %s? Ça ne peut pas être annulé.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
208,french,core,"core admin msg edit_success","%s a été modifié avec succès!","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
209,french,core,"core admin settings error save_failed","Un problème est survenu lors de la sauvegarde des paramètres. Veuillez réessayer.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
210,french,core,"core admin settings msg save_success","Les paramètres ont été enregistrés avec succès.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
211,french,core,"core admin tooltip csv_export","Exportez un fichier CSV de tous les résultats avec les filtres appliqués.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
212,french,core,"core admin tooltip filter","Mettez à jour les résultats en fonction de vos filtres.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
213,dutch,retailer,"retailer cart msg min_cart_value","Uw bestelling bedraagt minder dan %1$s. Daarom zullen verzendkosten berekend worden. De verzendkosten bedragen %3$s.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
214,dutch,retailer,"retailer cart msg order_complete_line_2","Als u wijzigingen in uw bestelling wil aanbrengen of deze in zijn geheel wilt annuleren, verzoeken wij u contact op te nemen met de klantenservice op %s","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
215,dutch,retailer,"retailer products button interested","Ik ben hierin geïnteresseerd","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
216,dutch,retailer,"retailer products categories",Categorieën,"2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
217,dutch,retailer,"retailer products table tooltips packs","Een besteleenheid bevat één of meerdere stuks.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
218,french,retailer,"retailer products table tooltips packs","Cela détermine le nombre d'unités de commande à acheter. Une unité de commande contient une ou plusieurs pièces.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
219,french,retailer,"retailer products table tooltips price","le prix de revient  peut différer du prix de votre facture","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
220,french,retailer,"retailer products table tooltips qty","Cela détermine le nombre d'articles que vous souhaitez acheter.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
221,french,retailer,"retailer products table tooltips rating","La classification de A-D indique le taux de rotation par rapport aux autres éléments affichés (A est le meilleur)","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
222,french,retailer,"retailer products table zeroRecords","Aucun résultat","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
223,french,retailer,"retailer products title further_stands","Des  présentoirs %s plus réussies","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
224,french,retailer,"retailer register help_text","Utilisez votre numéro de client pour vous inscrire dans notre boutique en ligne.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
225,french,retailer,"retailer register input first_name",Prénom,"2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
226,french,retailer,"retailer register input password_repeat","Répéter le mot de passe","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
227,french,retailer,"retailer register msg account_verified","Compte confirmé","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
228,french,retailer,"retailer register msg account_verified_failed","Les détails de votre compte n'ont pas pu être confirmés.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
229,french,retailer,"retailer register msg enter_account_number","Entrez votre numéro de client","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
230,french,retailer,"retailer register msg validate_success","Votre compte a été confirmé. Vous pouvez maintenant vous connecter.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
231,french,retailer,"retailer register msg verify_failed","Nous n'avons pas pu confirmer votre compte automatiquement. Remplissez le formulaire ci-joint et nous vous contacterons dès que possible.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
232,french,retailer,"retailer register msg verify_failed_failed","Vérifiez le formulaire et réessayez","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
233,french,retailer,"retailer register msg verify_failed_sent","Le message a été envoyé avec succès","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
234,french,retailer,"retailer welcome agent_contact_number","Numéro de contact","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
235,french,retailer,"retailer welcome agent_division","département d'agent","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
236,french,retailer,"retailer welcome previous_orders","Votre commande en ligne précédente","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
237,french,retailer,"retailer welcome previous_orders_placed_by","Fabriqué par","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
238,french,retailer,"retailer welcome previous_orders_referrence","Référence de la commande","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
239,french,retailer,"retailer welcome your_agent","Les détails de votre agent","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
240,french,retailer,"retailer account_number","Numéro de client","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
241,french,retailer,"retailer cart msg min_cart_value","Votre commande est inférieure à %1$s. Par conséquent, les frais d'expédition seront facturés. Les frais de port sont %3$s.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
242,french,retailer,"retailer cart msg order_complete_line_1","Votre commande a bien été reçue et sera traitée le plus rapidement possible.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
243,french,retailer,"retailer cart msg order_complete_line_2","Si vous souhaitez modifier ou annuler votre commande, veuillez contacter le service clientèle à %s.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
244,french,retailer,"retailer cart msg order_failed_line_1","Un problème est survenu lors de l'envoi de votre commande.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
245,french,retailer,"retailer cart msg order_failed_line_2","Essaie encore. Si le problème persiste, contactez notre service clientèle à %s.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
246,french,retailer,"retailer cart text complete_order","Commande terminée","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
247,french,retailer,"retailer cart text confirm","Lorsque vous avez terminé, cliquez sur le bouton Confirmer pour envoyer votre commande. Sinon, ajoutez plus d'articles.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
248,french,retailer,"retailer cart text or_finished","Ou quand vous êtes prêt","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
249,french,retailer,"retailer cart title order_complete","Commande terminée","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
250,french,retailer,"retailer contact error send_failed","Désolé, %s. Un problème est survenu lors de l'envoi de votre message. Essaie encore.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
251,french,retailer,"retailer contact head_office","Siège social","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
252,french,retailer,"retailer contact msg send_success","Merci pour votre message,% s. Cela a été envoyé avec succès","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
253,french,retailer,"retailer contact switchboard","Central téléphonique","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
254,french,retailer,"retailer email email_new_account_line_1","Merci pour votre  enregistrement dans le système de commande en ligne H & H. Cliquez sur le lien ci-dessous pour confirmer votre enregistrement et activer votre compte.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
255,french,retailer,"retailer email email_new_account_title","Système de commande en ligne H & H: Enregistrement du client %s, %s","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
256,french,retailer,"retailer email email_verify_failed","Un utilisateur a tenté de créer un compte en ligne, mais cela a échoué.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
257,french,retailer,"retailer email email_verify_failed_title","La vérification du compte pour %s a échoué.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
258,french,retailer,"retailer email email_verify_success","Un utilisateur a créé  un compte en ligne avec succès","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
259,french,retailer,"retailer email email_verify_success_title","La vérification du compte pour %s a réussi","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
260,french,retailer,"retailer email register_success","Merci pour votre inscription,%s. Vous recevrez un email de notre part pour confirmer votre compte. Si vous le confirmez, l'enregistrement peut être terminé.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
261,french,retailer,"retailer error register_failed","Votre compte ne peut pas être créé pour le moment. Essaie encore.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
262,french,retailer,"retailer error validate_failed","Un problème est survenu lors de la confirmation de votre compte. Essaie encore.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
263,french,retailer,"retailer orders mini_cart_title","Aperçu du panier","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
264,french,retailer,"retailer orders msg email_new_order_admin","Une nouvelle commande a été placée par %1$s (%2$s). Voir ci-dessous pour plus de détails.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
265,french,retailer,"retailer orders msg email_new_order_customer","Merci pour votre commande, elle sera traitée le plus rapidement possible. Vous trouverez ci-dessous un aperçu de votre commande.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
266,french,retailer,"retailer orders table col item_number","Numéro d'article","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
267,french,retailer,"retailer orders table col packs","Unité de commande","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
268,french,retailer,"retailer orders table col qty",Quantité,"2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
269,french,retailer,"retailer orders table col rrp","Prix de vente recommandé","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
270,french,retailer,"retailer orders table col units",Pièces,"2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
271,french,retailer,"retailer orders text invoice_text_line_1","Ceci n'est pas une facture. Elle sera envoyé séparément.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
272,french,retailer,"retailer orders text invoice_text_line_2","Tous les prix de cette confirmation de commande sont des coûts qui ne reflètent pas nécessairement le prix réel.","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
273,french,retailer,"retailer orders title item_breakdown","Articles commandés","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
274,french,retailer,"retailer orders title order_details","Détails de la commande","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
275,french,retailer,"retailer orders title order_number","Numéro de commande %s (%s)","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
276,french,retailer,"retailer orders web_order_ref","Référence de commande Web","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
277,french,retailer,"retailer products button interested","Ça m'intéresse","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
278,french,retailer,"retailer products categories","Les catégories","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
279,french,retailer,"retailer products msg interest_expressed","Vous êtes intéressé par cette collection","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
280,french,retailer,"retailer products msg interest_request_failed","Malheureusement pas réussi, essayez encore","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
281,french,retailer,"retailer products msg interest_request_sent","Demande envoyée","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
282,french,retailer,"retailer products msg nothing_to_show","Aucune sélection disponible","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
283,french,retailer,"retailer products table col item_number","Numéro d'article","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
284,french,retailer,"retailer products table col packs","Unité de commande","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
285,french,retailer,"retailer products table col rrp","Prix de vente recommandé","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
286,french,retailer,"retailer products table col units",Unités,"2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
287,french,retailer,"retailer products table emptyTable","Aucune donnée disponible","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
288,french,retailer,"retailer products table info","Dans total_START_ à _END_ ou _TOTAL_ records","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
289,french,retailer,"retailer products table infoEmpty","Affichage de 0 à 0 de 0 enregistrements","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
290,swedish,agents_emails,"agent_app email newsletter_confirm","Vill du få våra nyhetsbrev","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
291,swedish,agents_emails,"agent_app email fulfilment_date","Förväntade leveranstiden","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
292,swedish,agents_emails,"agent_app email full_name","Fullständiga namn","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
293,swedish,agents_emails,"agent_app email discount_AVH","Hjälp att köpa för displayen","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
294,swedish,agents_emails,"agent_app email terms","Jag accepterar härmed försäljningsvillkoren av History & Heraldry och tillåter dem att ta upp kreditreferenser","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
295,swedish,agents_emails,"agent_app email email_new_brochure_order_brochures","Du kan ladda ner broschyrerna med hjälp av följande länkar","2019-11-15 16:22:22","2024-06-06 13:07:02",NULL
296,swedish,agents_emails,"agent_app email subject new_application","Ny ansökningsblankett","2019-11-15 16:22:22","2019-11-15 16:22:22",NULL
